website;Offline Capabilities;Push Notifications;Add to Home Screen;Background Sync;Navigation Preload;Storage Estimation;Persistent Storage;Web Share;Media Session;Media Capabilities;Device Memory;Getting Installed Related Apps;Payment Request;Credential Management;Background Tasks;Background Fetch
recipechatter.com;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
sinarmasland.com;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
bible-knowledge.com;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
royall.ir;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
undersunfitness.com;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
televet.com;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
blackcarburning.com;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
forbesmiddleeast.com;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
sneakers-goldengoose.com;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
iparts.pl;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
murlok.io;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
justfashionnow.com;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
impericon.com;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
swellinfo.com;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
jamaran.news;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
mopesoft.ru;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
pmc.com;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
mahiroffice.com;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0
lenta.ru;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
yadaki.land;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
9jabetking.com;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
naturabuy.fr;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
plumsail.com;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
321chat.com;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
youngisthan.in;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
allfreeholidaycrafts.com;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
geroubuzz.com;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
lofgames.com;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
greatlakesmade.com;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
noracora.com;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
geography.name;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
tvnsports.com.br;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
lastprisonerproject.org;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
beztabu.net;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
sunshine-live.de;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
theincircle.com;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
forums.nethergames.org;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
thechefinthehat.com;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
decoclico.fr;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
ma-no.org;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
vietwriter.vn;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
criscamp.com.br;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0
prabhuhost.com;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
vaskar.in;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
rustchance.com;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flutterbyexample.com;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
noorgram.ir;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
ledpremium.ru;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
biggo.com.tw;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
alibaba.ir;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
platiuslugi.ru;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
theaussieparent.com;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
paraloscuriosos.com;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
freiermagazin.com;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
micasa.ch;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
vxxx.com;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
shape.so;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
quodverum.com;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
hipwee.com;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0
qaumiawaz.com;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
wallmine.com;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
key4biz.it;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
scot.nhs.uk;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
qifi.org;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
botox.com;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
iphone-market.com;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
grapedrop.com;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
stayuncle.com;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
didestan.com;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chapmoto.com;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
tournify.in;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
armfilm.co;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
air-ua.pilot.ua;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
asiatimes.com;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0
reichelt.de;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
becorrect.com;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
sastaticket.pk;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
melectronics.ch;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
rawstory.com;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
murphygroup.com;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
elmah.io;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
pomponik.pl;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
lemona.lt;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
prcomputacion.com;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
fiveaa.com.au;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0
lottostrategies.com;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ppunderwatersolutions.com;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
newsmeto.com;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
theguidex.com;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
wwfoldschool.com;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
sarahscoop.com;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
pornomif.pro;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
theoldfashioned.com;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
streetsource.com;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
watsonrealtycorp.com;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
cibertest.com;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
payrollvault.com;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
assistironline.net;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
personalfn.com;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
esaimaa.fi;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
ocelotbot.com;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
jumla.club;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
amp.dev;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0
sviesolutions.com;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
power357radio.com;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
magicalvegas.com;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
freejobalertt.in;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
musicaenmexico.com.mx;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
startupstreet.in;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
bet-at-home.de;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
riddimsworld.com;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
vtvgujarati.com;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
erfanrayaneh.ir;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
blockletegames.com;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0
quantnet.com;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
lasexta.com;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
batimes.com.ar;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
globalrose.com;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
natural-high.nl;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
rosenheim24.de;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
jessops.com;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
naked-science.ru;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
radiozamaneh.com;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
travelagu.com;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
lotto-hessen.de;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
peliculasycortosgay.com;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
dxsale.app;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0
aba.org;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0
erento.com;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
premier.one;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
cloudfour.com;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
windguru.cz;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
talk.reefbuilders.com;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
nur.kz;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
recordrentacar.com;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
kreedon.com;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
steelguru.com;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
robostas.com;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
parismuseumpass.fr;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
visitsoutherndelaware.com;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
kr-asia.com;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
chelsweets.com;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
marketi.com.br;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0
globalfestivalofaction.org;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
brums.com;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
akiba-online.com;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
sportsreal.co.kr;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
visit.alsace;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
shirik.ir;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
elcinco.mx;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
radiotavisupleba.ge;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
kooapp.com;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
hura.news;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
nyxcosmetics.com;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
hekmat.ca;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
tapu.com;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0
amarstock.com;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
tui.pl;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
kerastase-usa.com;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
imperva.com;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
mostpop.co.kr;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
chartmill.com;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
sensorsone.com;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0
politis.fr;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
whitesmoke.com;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ourtableforseven.com;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
vegasslotsonline.com;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
scopebuilding.co.nz;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
mycbselect.com;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0
amxsuperstores.com.au;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
greatimi.com;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
apalmet.es;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0
meta.ua;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
senator.de;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
stake.com;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0
fern.org;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
jobijoba.de;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
large.nl;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0
console-deals.com;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
gs2us.com;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
pramborsfm.com;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
okvid.download;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
guelphtoday.com;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
novafm.com.au;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0
from-ua.com;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
getreading.co.uk;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
mosalasonline.com;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
pokato.pl;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
pintsizedbaker.com;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
rezume.info;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
shaboneh.com;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
lilicloth.com;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
cupomdescontoatualcard.com.br;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
jointherevolution.net;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
acehardware.com;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
hansanders.nl;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
ibeautystore.com;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
hulkshop.com.ua;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
americangolf.co.uk;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
wegenenverkeer.be;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
ecommercefastlane.com;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
songsofjonathanwilson.com;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
kapwing.com;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
recreationid.com;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
honeysanime.com;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
techjunkie.com;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
allaboutscience.org;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
csswizardry.com;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
pricecharting.com;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
canzmarketing.com;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
okokorecepten.nl;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
allenmatkins.com;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
coldwellhomes.com;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
poshinprogress.com;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
electionscience.org;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
newspack.pub;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0
mockupbro.com;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
necrocanada.com;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0
yerelingundemi.com;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
shejang.com;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
mbellucci.com.br;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
ethanmarcotte.com;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0
relatedrentals.com;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
xn--80affa3aj0al.net;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
latinawoman.org;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
douglas.es;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
nakamanmusic.ir;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
wikirock.net;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
happykitchen.rocks;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
sophisticatedgourmet.com;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
topwomensmag.com;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
wessum.de;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
buypower.ng;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
gamasexual.ru;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
statsmash.com;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
funibo.com;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
a9vg.com;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
antijob.net;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
agro.ru;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
mirror.co.uk;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
nlstar.com;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
wisr.com.au;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
lordroid.com;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
bodog.eu;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
riverbellecasino.com;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
scorum.com;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
genmirror.com;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
headtopics.com;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
webformyself.com;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
vierumaki.fi;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
money.bg;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
teknoviral.com;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
estibot.com;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
abandonedspaces.com;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
melisten.sg;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
contactcars.com;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
alleideen.com;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
otpbooks.com;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
otkritkivip.ru;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
medicen.org;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
etondigital.com;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
allquransurah.ru;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
laopinion.com;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
unilad.co.uk;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
grands-meres.net;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
3click.com;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
wowkeren.com;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
technik.community;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
technischeunie.nl;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
granferiapzo.com;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
jako-o.com;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
acko.com;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
metimax.ru;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
djyoungster.org;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
kudoskitchenbyrenee.com;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
nni5.com;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
telegraaf.nl;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
sothebysrealty.com;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
thesecretlabel.com;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
horrorfind.com;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
playdrift.com;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
anexerciseinfrugality.com;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
kuntarekry.fi;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
telecinco.es;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
vanitynoapologies.com;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
itsenf.com;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
thegrove.co.uk;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
kowloonbuilding.com;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
tv6tnt.com;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
rmfmaxxx.pl;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
eqsis.com;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
babygizmo.com;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
hdistore.com;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
online-orakels.nl;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
luscious.net;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
tva.tv;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
otwarteklatki.pl;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
upworthy.com;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
socalfieldtrips.com;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
wapteka.pl;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
topkhoj.com;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0
mdbr.it;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
puporn.com;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
lafayettehotelsd.com;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
justisafourletterword.com;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
amagicalmess.com;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
loghati.net;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
daggers.co.uk;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
simedarbyproperty.com;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
telpin.com.ar;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
seo24.ir;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
mehrnews.com;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
undertow.club;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
emby.media;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
egitimsistem.com;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
svetandroida.cz;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
classificadosx.net;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
uae.emaxme.com;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
bastter.com;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
doen.nl;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
askaboutmoney.com;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
joshfechter.com;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
rtours.ru;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
latter-blum.com;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
fixthedebt.org;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
airport-parking-shop.co.uk;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
hd-pornos.com;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
ourcraftymom.com;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
gdpr-eu.unroll.me;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
welovetennis.fr;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
wordgamehelper.com;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
longdo.com;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
wmj.ru;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
jenaroundtheworld.com;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
shop.ty.com;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
iamabdus.com;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
mannheim24.de;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
burnleyfootballclub.com;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
finehomebuilding.com;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
ahlens.se;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
lumni.fr;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
momenvy.co;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
wd40.lat;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0
waiverforever.com;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
