website;Offline Capabilities;Push Notifications;Add to Home Screen;Background Sync;Navigation Preload;Storage Estimation;Persistent Storage;Web Share;Media Session;Media Capabilities;Device Memory;Getting Installed Related Apps;Payment Request;Credential Management;Background Tasks;Background Fetch
thesanctuarythailand.com;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
dorhato.com;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
coursary.com;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
newonce.net;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
bigfm.de;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
rockcrawler.com;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
thoroldtoday.ca;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
bfm.ru;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
aryanaghalam.com;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
mugler.com;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
de.extraetf.com;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
goodprints.com;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
vietlott.mobi;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
enigma.ua;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
bama.ir;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
mazacart.com;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
confinapp.cat;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
txxx.com;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
charmboard.com;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
vasafitness.com;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
xtralife.com;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
dbzeta.net;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
christian-dogma.com;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
edinburghlive.co.uk;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
j-express.id;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
siegessaeule.de;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
furiffic.com;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
slovodel.com;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
dripdrop.com;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
arpal.ua;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chilango.com;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
cheapesttextbooks.com;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
good.is;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
nocturnar.com;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
betpal.com;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0
dachu.co;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
azadea.com;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
voyeurhit.com;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
africanindy.com;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
nowandme.com;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
tinytap.com;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
simpledice.com;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
sdchm.org;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
purpletrail.com;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
cinarinsesi.com;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
newzfeed.ru;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
techleap.nl;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
youporn.beer;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
recycleinme.com;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
pelando.com.br;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
novelship.com;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
namegen.jp;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
neonet.pl;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
techjaja.com;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
magazine.co.uk;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
n-sb.org;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
100homemade.com;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
woman.ru;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
million-wallpapers.ru;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
webmasterforum.com.tr;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
neuromarketing.la;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
faire.gouv.fr;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
mobii.ai;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
thesaturdaypaper.com.au;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
warroomforum.com;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
pptvhd36.com;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
dziennik.mobireg.pl;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
miraton.ua;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
view1sy.com;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
benavides.com.mx;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
bedienungsanleitu.ng;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
infobiza.net;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
haciendadelsol.com;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
fumento.com;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
lionsshare.io;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
bikeshop.es;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
btk.gov.tr;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
peredvizhnik.ru;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
armed.ru;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
mantel.com;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
vepaar.com;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
vagrantsoftheworld.com;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
hitbox.tv;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
readytofind.com;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
e-fresh.gr;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
amberescoin.com;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
emel.website;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
shopikbuzz.pk;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0
naturesbasket.co.in;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
wildcraft.com;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
dmvideo.download;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
8coupons.com;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
wav-library.net;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0
pornomir.pro;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
nextseed.com;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0
player.simplecast.com;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
pclicious.net;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
westwingnow.de;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0
goape.co.uk;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
burgerking.com.br;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
orderfullfillment.club;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
xnxx-pornos.com;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
puzzle-movies.com;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
alltechslot.com;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
neogaf.com;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
urlebird.com;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
torob.com;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
unicreditbank.ru;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
funglr.games;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
alisverisforumu.com;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
estart.jp;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
subliminalprojects.com;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
codemao.cn;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
takulog.info;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
oliverjanich.de;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
okq8.se;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
replicaonline.ro;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
sacnilk.com;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
bestdeals.today;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
pornoente.tv;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
fx.co;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
pishraaneh.com;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
pomeranian.org;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
ray.so;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
techobserver.in;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
agriviet.com;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
kabarjombang.com;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
lyricscraze.com;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
www24.eplsite.football;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
ohiostatefair.com;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
adkulan.kz;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
kuncitts.com;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
cheeseandwinecafe.com;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
jdwel.com;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jo.jeeran.com;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
geelongsportshub.skedda.com;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
jawapos.com;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0
onchainfx.com;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
psxhax.com;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
markastok.com;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
manototv.com;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
estereofonica.com;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0
pharmajobadda.com;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
qapa.fr;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
librairie-gallimard.com;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
elitmus.com;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
manforhimself.com;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
diariogol.com;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0
pggm.nl;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
jaccede.com;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
babyboom.pl;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0
nascarlivetv.com;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
rmf24.pl;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
nadirkitap.com;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
se.fitness24seven.com;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
warp2search.net;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
drtuberlive.com;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
theguidedbuyer.com;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
tradus.com;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
netizion.com;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chikav.ir;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
carlow.edu;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0
molekule.com;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
madaracosmetics.com;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
admiralcasino.co.uk;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
pwastats.com;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
shoe-tease.com;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
move.nl;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
bedbathandbeyond.com;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
instagram-my.ru;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
schlotterer.com;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
sepm.org;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
gandalf.com.pl;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
ninjatech.io;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
cosmeticobs.com;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
sarasoueidan.com;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
mobiworkx.com;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
lifeshouldcostless.com;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
motke.co.il;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
fotoproekt.ru;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
noonacademy.com;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
usagnews.com;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
holidayiq.com;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
jartexnetwork.com;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
openarch.nl;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
motopoland.com.ua;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
remysbrands.com;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
nordicnest.com;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
www3.myflixer.ru;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
daraje.com;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
woop.id;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
vamchi.com;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
arrse.co.uk;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
decathlon.in;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
diode.zone;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
volyn24.com;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
tabtaraneh.net;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
liverpool.com.mx;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
froiden.com;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
etfchannel.com;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
kobit.in;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
ar.muqri.com;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
eghtesadnews.com;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
mbib.ru;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
rowohlt.de;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
filmbaz.co;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
allesoversport.nl;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
telegramm.site;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
studee.com;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
vault12.com;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
frogfitness.co.kr;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
humaninvestgroup.com;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
truvisa.com;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
goojeh.com;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
perrysplate.com;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
bharatbarta.com;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
gearbest.com;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
zebra-qr.com;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
safestbettingsites.com;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
socceradvice.pro;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
winentaste.com;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
mahanmk.com;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
libero.it;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
kolmarden.com;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
guykawasaki.com;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0
exergetica.com;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
yovizag.com;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
listentoyoutube.cc;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
matmarco-fitshop.pl;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
childcare.co.uk;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
urfadegisim.com;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
pmpr.ir;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
skyup.aero;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
kitabisa.com;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
en.facebookbrand.com;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
genmp3.net;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
kitapyurdu.com;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
qdq.com;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
moneywisemoms.com;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
sevvey.com;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
visittoledo.org;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
etisalat.ae;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
phcorner.net;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
midnite.com;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
uniswap.hex.vision;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
visitworldheritage.com;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
blog.dafu.cf;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
ximnet.com.my;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
panorama-consulting.com;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
manjubox.net;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
guruguru.science;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
rayabaan.com;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
traveltriangle.com;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
ed.team;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
erikrunyon.com;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
martialtalk.com;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
yumeko.nl;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
braveindianews.com;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
yaldagames.com;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
weprik.net;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
tia-ostrova.ru;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
ua-football.com;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
carap.ir;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0
steaker.com;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
trabajos.com;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
globalblue.com;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
staysafe.ph;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
challengermode.com;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
toreba.net;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
innovanathinklabs.com;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
basalam.com;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
redbus.pro;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
edinstvennaya.ua;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
craftpassion.com;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
sauerlandkurier.de;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
homeschoolhideout.com;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
innisfreeshop.vn;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
stateofflorida.com;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
skincity.com;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
sattakingm.in;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
cryptosaurio.com;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
vidas.pt;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
gslot.com;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
veles-capital.ru;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
loja2.com.br;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
careerindia.com;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
pharm24.gr;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
webwave.me;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
elnuevodiario.com.ni;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
visugpx.com;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
tugatech.com.pt;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
autoauctionmall.com;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
pcpartpicker.com;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
airdrietoday.com;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
floryday.com;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
lettoquotidiano.it;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
lemonrock.com;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
hentaitk.net;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
cointracker.io;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
isilanlarikariyer.com;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
tracker.gg;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
ayrintigazetesi.com.tr;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
easycrypto.ai;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
autocreditexpress.com;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
socialprogress.org;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
webketoan.com;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
bettybarclay.com;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
rimi.lv;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
canalnet.tv;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
xxxsex.rocks;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
adoption.com;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
anten.ir;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
sexcams7.xxx;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
nnsl.com;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0
diarioveterinario.com;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
pleasurements.com;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
greatitalianchefs.com;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
gourmetads.com;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0
padlet.org;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
appgratuita.it;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
dorzeczy.pl;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
wollstonecraftcoaching.com;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
99alternatives.com;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
anews.one;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
seamless.com;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
haaretz.com;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
spy.com;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0
fontirani.ir;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
freemoviescinema.com;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
catalunyapress.es;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
iranketab.ir;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
cq.ru;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
affiliatefix.com;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
todotrial.com;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
comunidade.marketingdegentileza.com;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
lightstep.com;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
4gsm.com;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
firmy.cz;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
dreamvention.com;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
imua.com.vn;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
laffgaff.com;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
nau.ch;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
rue89bordeaux.com;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
decofurnsa.co.za;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
twishort.com;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
