;website;domComplexity;cssComplexity;badJavascript;pageWeight;requests
1344;drcontractors.co.uk;67;99;100;100;89
1345;farajiacademy.com;33;-317;94;100;83
1346;eciu.net;100;57;100;100;91
1347;laraza.com;79;86;99;100;100
1348;dailydeals.ai;97;94;100;100;100
1349;bundlehunt.com;95;-17;97;100;80
1350;ktomalek.pl;75;53;95;100;71
1351;worldrecipes.eu;-36;94;59;100;-43
1352;pcredivewiki.tw;86;89;97;100;71
1353;tbfocus.com;100;98;100;100;100
1354;cloudfour.com;100;90;100;100;93
1355;techrato.com;100;100;82;11;45
1356;curriculum.mobi;83;97;100;100;87
1357;estafeta.com.ua;48;83;86;100;59
1358;medienfreunde.de;100;94;100;100;87
1359;qualifywizard.com;67;82;99;100;72
1360;erosnow.com;92;91;100;100;87
1361;hessunacademy.com;95;82;99;100;87
1362;hamrahcard.ir;99;7;99;100;72
1363;behtarino.com;100;95;100;100;98
1364;flashalert.me;78;43;98;100;81
1365;rarecloths.com;98;93;100;100;80
1366;easynotic.com;47;-35;45;100;84
1367;carhatke.com;40;-12;96;100;69
1368;kognitiv.com;98;-20;84;100;91
1369;twin.com;99;97;96;100;67
1370;dynamicwealthreport.com;95;90;99;100;65
1371;politros.com;100;67;88;100;75
1372;xanpool.com;97;100;99;100;100
1373;pokatim.ru;100;98;100;100;100
1374;mundogeo.com;100;82;99;100;86
1375;verv.com;98;57;100;100;100
1376;dbushell.com;100;100;100;100;100
1377;epoch.org.il;97;14;94;100;76
1378;dobreprogramy.pl;100;100;99;100;86
1379;chaldal.com;90;-26;99;100;69
1380;daihatsu.co.id;98;80;100;100;90
1381;fardisfilm.ir;92;82;99;100;84
1382;kirov.online;82;73;99;100;5
1383;baarzesh.net;78;9;98;100;48
1384;affaredusk.com;73;100;100;100;87
1385;aweb.ua;100;78;96;100;45
1386;hashedin.com;98;13;86;100;40
1387;clpg.ec;80;-5;98;100;84
1388;hosgeldi.com;83;100;100;99;100
1389;boxden.com;30;94;83;100;1
1390;barta24.com;41;19;73;100;-43
1391;alpindustria.ru;98;92;97;100;52
1392;testmy.net;100;83;100;100;93
1393;highstakesdb.com;100;97;100;100;99
1394;komodoplatform.com;100;85;100;100;87
1395;beritajatim.com;90;54;87;100;-27
1396;mockupbro.com;91;94;98;100;80
1397;lakeshore-rv.com;96;77;97;100;79
1398;tonahazana.com;88;14;99;100;98
1399;cryptofundresearch.com;60;6;97;100;75
1400;kamagrapharm.com;90;15;87;100;93
1401;vanitynoapologies.com;97;62;67;100;86
1402;helen-marlen.com;91;27;85;100;82
1403;makeupstore.ru;48;99;99;100;92
1404;azimo.com;93;100;99;100;85
1405;kayisihaber.com;64;70;0;100;59
1406;cybmeta.com;100;64;100;100;100
1407;foyr.com;98;5;97;100;67
1408;ivazplus.com;100;65;88;100;81
1409;misionescuatro.com;62;99;-127;100;71
1410;legionisci.com;98;89;87;100;90
1411;texilist.com;100;88;87;100;86
1412;latele.ch;100;55;100;100;92
1413;ihtusa.com;78;-46;71;100;35
1414;hhh.com.tw;100;23;98;100;46
1415;bessergesundleben.de;97;100;97;100;60
1416;huaweimobilefarsi.com;98;4;100;100;74
1417;earnkaro.com;63;34;95;100;79
1418;restless.co.uk;36;-74;99;100;96
1419;coconala.com;-64;9;99;100;42
1420;commercenext.com;95;15;85;100;82
1421;fm103.com.br;100;-18;99;100;90
1422;cubscoutideas.com;98;86;100;100;93
1423;arahonar.com;95;-65;97;100;78
1424;xn--80affa3aja3an.xn--80asehdb;100;50;94;100;100
1425;fastcast4u.com;100;100;100;100;100
1426;beatkids.ir;86;54;100;100;81
1427;digido.ir;-18;100;42;-31;72
1428;aade.com;83;100;100;100;100
1429;maximonivel.com;83;-21;96;100;79
1430;xosobamien.me;100;88;100;100;100
1431;coin.dance;86;40;99;100;100
1432;radio3da.com;97;85;99;100;92
1433;bastter.com;-43;35;82;100;50
1434;tasksboard.app;87;95;100;100;94
1435;watsgp.com.br;100;88;88;100;100
1436;apetube.page;82;97;19;100;87
1437;pornxp.com;100;100;100;100;95
1438;musescore.com;97;100;100;100;81
1439;kwrank.ir;97;90;100;100;99
1440;abasmanesh.com;49;-39;99;100;100
1441;creativo.one;48;94;85;100;84
1442;conversor-de-medidas.com;97;100;73;100;88
1443;wellnessmama.com;98;69;74;100;81
1444;wavetrophy.com;78;91;98;100;100
1445;music.ch;80;60;94;100;70
1446;board.if.ua;100;99;100;100;100
1447;motorway.co.uk;98;60;100;100;82
1448;wemakeit.com;100;35;99;100;83
1449;kirajmutanaqil.com;87;-33;99;100;93
1450;enigma.ua;89;40;74;100;72
1451;all-routes.ru;100;97;88;100;100
1452;leadlander.com;37;42;99;100;-17
1453;alaatv.com;70;57;99;100;93
1454;bizimtv.com.tr;100;100;100;80;97
1455;toulouseweb.com;88;-33;100;100;100
1456;fabulousthunderbirds.com;77;99;100;100;96
1457;xxxn.club;89;95;36;100;100
1458;atheycreek.com;100;59;99;100;82
1459;footballpredictions.com;-30;31;74;100;64
1460;umnazia.ru;68;47;99;100;66
1461;phinix.ir;100;31;100;100;86
1462;kitabisa.com;90;100;87;100;72
1463;tabloidnyata.com;83;100;91;86;82
1464;bgr.com;83;84;98;100;63
1465;itresan.com;89;-71;99;100;96
1466;cssbidesign.com;67;-120;97;100;74
1467;musicaenmexico.com.mx;90;60;99;100;96
1468;100homemade.com;98;100;88;100;98
1469;rabi.ir;2;53;99;100;-11
1470;physique57.com;97;29;87;100;61
1471;canadamedlaser.ca;97;77;87;100;66
1472;clacified.com;98;100;100;100;100
1473;multifoto.ru;47;86;95;100;41
1474;1800baskets.com;100;97;99;100;74
1475;alanaditicaret.com;55;42;73;100;78
1476;hivelife.com;27;85;98;100;100
1477;xn--j1ailbaf.xn--p1ai;93;100;89;98;76
1478;explorewhitefish.com;100;99;100;100;100
1479;brave-mo.com;68;99;100;100;91
1480;k-nt.ru;100;100;87;62;73
1481;maharashtratimes.com;89;-8;43;100;74
1482;resanskrit.com;90;-52;97;100;40
1483;catch.tube;100;99;99;100;87
1484;fora.ie;97;84;98;100;73
1485;therake.com;99;71;99;100;60
1486;tello.com;98;51;98;100;80
1487;lohitart.com;98;74;74;100;76
1488;mybangla24.com;93;100;98;100;99
1489;lgmobilemarket.com;100;-42;97;100;90
1490;wikidana.com;98;100;88;99;84
1491;topasianbrides.com;90;56;100;100;87
1492;cphpost.dk;92;79;99;100;36
1493;lifextreme.com.mx;70;99;100;100;100
1494;tabnakjavan.com;-14;100;82;-64;-20
1495;keskusta.fi;98;-16;97;100;98
1496;betterexam.net;98;-29;85;100;100
1497;longhaircareforum.com;95;44;20;100;90
1498;altheaestudio.com;78;99;100;100;100
1499;raypeatforum.com;88;100;100;100;88
1500;artsdiscounttowing.com;97;100;100;100;100
1501;redesworld.com;100;98;100;100;100
1502;tarfandgram.com;49;85;98;100;80
1503;intermarksavills.ru;-595;100;65;35;40
1504;investmani.ru;63;36;63;100;72
1505;telemetry2u.com;100;89;100;100;86
1506;moycapital.com;67;24;59;100;61
1507;chikav.ir;90;-155;98;100;72
1508;dbzeta.net;100;38;87;100;86
1509;imoneyslots.com;48;75;88;100;95
1510;reynwood.com;94;-153;96;100;80
1511;khabarban.com;100;99;88;100;92
1512;turborayan.com;32;1;85;100;86
1513;trakt.tv;100;-32;96;100;80
1514;hr7xx.net;48;42;72;100;64
1515;firstchk.com;100;74;100;100;99
1516;plenilunia.com;80;65;100;100;100
1517;faraket.com;65;4;96;100;93
1518;tecnohotelnews.com;45;-147;-282;100;58
1519;kanishop.ir;82;90;86;100;98
1520;iheart.com;100;98;88;100;78
1521;wam.app;100;96;100;100;100
1522;user.com;83;54;99;100;61
1523;telonko.com;100;83;99;100;99
1524;rivne1.tv;98;100;99;-47;74
1525;ximnet.com.my;82;54;99;100;80
1526;piltanshop.com;-244;29;73;100;64
1527;petcenteragroterra.com.br;-3;-94;98;100;63
1528;tuberel.com;10;-96;71;100;-67
1529;chillisauce.com;98;99;73;100;98
1530;bama.ir;-117;90;99;100;88
1531;audio-books.club;100;97;99;100;100
1532;aszdziennik.pl;90;100;98;100;67
1533;undersunfitness.com;83;60;87;100;62
1534;adncuba.com;60;27;61;100;71
1535;txxx.com;98;72;88;100;77
1536;honari.com;88;19;99;100;80
1537;printbar.ru;16;29;97;100;60
1538;mangalorevarthe.com;85;-14;97;100;83
1539;9jabetking.com;75;-63;98;100;60
1540;humanevents.com;98;100;77;9;63
1541;adnigam.com;83;100;100;100;100
1542;maketimetoseetheworld.com;98;70;100;100;87
1543;corksport.com;97;33;98;100;78
1544;view1sy.com;100;15;100;100;87
1545;picnic-brand.com;47;-45;97;100;98
1546;koshishirai.com;100;58;100;100;99
1547;primedice.com;98;100;88;100;91
1548;mahanmk.com;97;55;-372;100;49
1549;vocal.chat;98;99;87;100;100
1550;babygizmo.com;98;99;100;100;90
1551;tantis.pl;47;80;100;100;81
1552;pornq.com;82;97;75;100;-39
1553;taxivkino.ru;98;80;88;100;91
1554;theroanoker.com;98;63;74;100;-14
1555;kanguka.com;100;93;100;100;100
1556;megaflowers.ru;72;87;100;100;84
1557;primamedia.ru;84;17;63;100;61
1558;batteries.com;77;65;99;100;100
1559;tickets.ua;80;72;100;100;82
1560;fanology.ir;98;94;97;100;68
1561;vipflash.de;100;69;97;100;81
1562;thehornnews.com;97;85;-312;100;70
1563;cpidroid.com;50;22;98;100;-71
1564;heute-erlebt.de;93;48;61;100;98
1565;infoludek.pl;82;-149;45;100;18
1566;totalfootballanalysis.com;94;68;87;100;87
1567;editor-911.com;80;100;100;100;98
1568;percentil.com;98;97;100;100;58
1569;kinotopkin.com;91;96;98;100;69
1570;tvvendee.fr;39;-13;95;100;90
1571;digikonkur.com;100;14;87;100;85
1572;maanpuolustus.net;94;44;-20;100;70
1573;findmyadventure.pk;90;46;84;100;86
1574;astv.ru;100;-9;71;100;67
1575;afkgaming.com;90;98;100;100;100
1576;karamursel.tv;73;73;100;100;86
1577;unsplash.com;82;99;100;100;82
1578;modhairs.ru;80;24;62;100;63
1579;locaalcart.com;100;49;100;100;97
1580;charkhan.com;67;100;99;94;80
1581;asamifoods.com;72;100;100;100;100
1582;chockbarhoum.com;70;99;100;100;99
1583;moviola.com;92;100;6;-225;47
1584;comuesp.com;57;-63;57;100;-31
1585;profusioncurry.com;100;70;97;100;94
1586;vepaar.com;100;55;98;100;77
1587;homefinder.com;95;92;100;100;96
1588;vm.ru;100;66;87;100;75
1589;combinationfirmware.com;89;84;62;100;72
1590;kooshanic.com;98;99;100;100;84
1591;firusas.com;100;80;99;100;93
1592;choualbox.com;51;80;100;100;57
1593;daboom.ru;83;16;84;100;75
1594;mens-fashion-site.com;55;46;99;100;72
1595;egamersworld.com;95;85;100;100;69
1596;ru-geld.de;100;99;100;100;100
1597;logaretm.com;100;100;100;100;100
1598;lvbet.com;50;88;97;100;86
1599;ibc.com;98;62;61;100;93
1600;irsocial.net;98;13;99;100;89
1601;queplan.cl;90;50;85;100;72
1602;politiko.al;88;96;99;100;92
1603;utrust.com;48;8;95;100;62
1604;anzacday.org.au;85;72;99;100;93
1605;lgtm.com;100;100;100;100;100
1606;veltins-arena.de;93;-60;99;100;90
1607;pornov1080.com;100;98;86;100;87
1608;xforum.live;90;44;99;100;92
1609;englishtipsforyou.com;50;21;75;100;81
1610;vmlyrcommerce.com;95;78;99;100;94
1611;designingvibes.com;95;100;66;95;91
1612;cheflolaskitchen.com;99;73;88;100;93
1613;magecom.net;88;52;100;100;100
1614;karpishe.com;98;62;97;100;95
1615;krasnodarmedia.su;90;17;63;100;65
1616;uydudoktoru.com;57;48;100;100;99
1617;plazacutlery.com;77;100;100;100;100
1618;den.social;85;54;100;100;7
1619;voyeurhit.com;68;96;88;100;76
1620;pure-energie.nl;83;86;98;100;78
1621;tipaxco.com;93;36;85;100;61
1622;pinafore.social;100;100;100;100;100
1623;aigitali.com;62;-19;99;100;98
1624;morgenwirdes.de;100;100;100;100;100
1625;retentionrocket.com;75;-25;-122;100;92
1626;middleeasy.com;100;91;100;100;100
1627;firedpie.com;95;-9;85;100;76
1628;meadowlilly.com;83;99;100;100;100
1629;lastmomenttuitions.com;82;-121;98;100;89
1630;8wayrun.com;88;50;100;100;90
1631;tvn24.pl;16;85;96;100;76
1632;konthong.com;97;94;78;100;99
1633;beeg.com;98;57;100;100;100
1634;ya-webdesign.com;98;80;100;100;86
1635;cers.com.br;89;-45;94;100;53
1636;kto-zvonil.com;94;84;62;100;94
1637;wapteka.pl;-29;100;87;100;72
1638;inews.co.uk;97;99;99;100;82
1639;inkarnate.com;100;100;99;100;92
1640;whatismyelevation.com;88;98;86;100;90
1641;leap.ly;100;54;100;100;87
1642;xn--vf4b27jfqja61l.live;100;100;100;100;87
1643;edinstvennaya.ua;86;94;26;100;78
1644;takhfifbazan.com;45;46;100;100;83
1645;coursesity.com;100;52;96;100;99
1646;curiotube.com;82;64;71;100;76
1647;kiss100.co.ke;35;27;82;100;67
1648;rastmard.com;66;100;97;47;4
1649;upornia.com;91;77;63;100;88
1650;8d9.ru;-3;95;100;100;100
1651;visit1000islands.com;100;32;98;100;98
1652;topdealad.com;95;100;100;100;100
1653;progorod33.ru;93;15;71;100;70
1654;maskable.app;100;100;100;100;99
1655;tryhouse.ru;77;24;61;100;78
1656;plumsail.com;93;29;100;100;100
1657;charliehunter.com;78;99;99;100;100
1658;igrupos.com;68;100;99;100;92
1659;thecreatedhome.com;100;30;100;100;80
1660;ugw.com.ua;98;51;99;100;95
1661;vliegwinkel.nl;83;-40;100;100;96
1662;insideiim.com;80;85;94;100;87
1663;kinocheck.de;100;89;100;100;100
1664;pornforrelax.com;41;82;86;100;-60
1665;prepinsta.com;67;-28;96;100;92
1666;kimik.ir;98;15;99;100;100
1667;ruban.com;64;-119;87;100;67
1668;donya-e-eqtesad.com;95;71;-89;100;92
1669;horizn-studios.com;100;17;100;100;99
1670;ki-news.ru;92;60;99;100;95
1671;dailytimes.com.pk;83;66;95;100;64
1672;bestlatinabrides.net;95;69;99;100;71
1673;fireflies.ai;88;50;99;100;60
1674;drdiamond-store.com;82;91;95;100;85
1675;philosophischer-rabatz.de;100;99;100;100;96
1676;tarragonadigital.com;46;95;98;100;96
1677;burstsms.com.au;96;53;99;100;71
1678;anime1.me;100;96;100;100;98
1679;abnews.ru;100;96;79;100;72
1680;moyasotka.com;88;61;71;100;69
1681;imamura-net.com;92;12;99;100;96
1682;pokato.pl;97;24;99;100;74
1683;porn555.com;35;95;62;100;-68
1684;msverige.se;98;98;100;100;98
1685;carriefans.com;72;42;72;100;75
1686;estereofonica.com;83;98;100;100;87
1687;mmm.dk;83;87;99;100;66
1688;dealsmagnet.com;83;92;100;100;84
1689;upera.tv;48;50;100;100;100
1690;houseofpetali.com;82;79;100;100;100
1691;hattanmedia.com;83;22;99;100;99
1692;rabincash.com;98;-92;100;100;98
1693;mrantifun.net;97;48;100;100;98
1694;whatismyip.li;85;96;73;100;91
1695;maximum.fm;83;35;97;100;84
1696;virtualcoin-journal.tech;93;46;100;100;86
1697;remysharp.com;100;100;100;100;89
1698;1outlets.com;91;98;100;100;87
1699;tejaratnews.com;91;34;99;100;86
1700;privacy-pc.com;86;-14;60;100;98
1701;amoozesh365.ir;-14;87;98;100;-80
1702;hascoding.com;90;98;70;100;63
1703;redlight.dev;95;77;100;100;100
1704;yapms.com;100;100;76;100;79
1705;usethinkscript.com;100;40;100;100;82
1706;aquamarine787bluewing.com;92;43;97;100;63
1707;wpnovin.com;42;-61;86;100;72
1708;instaloadgram.com;98;99;100;100;96
1709;idtexpress.com;90;-11;61;100;67
1710;animade.tv;100;84;100;100;95
1711;combomed.ru;100;86;100;100;100
1712;loverepublic.ru;91;27;97;100;69
1713;wekauto.ru;83;24;63;100;79
1714;daftareshoma.com;100;-146;99;100;76
1715;invme.com;97;97;100;100;99
1716;pastedownload.com;100;89;99;100;97
1717;coin360.com;100;87;100;100;100
1718;fabelio.com;100;100;100;100;81
1719;busrep.co.za;98;77;96;100;77
1720;quasar.dev;91;81;100;100;100
1721;iranwatching.com;100;38;88;100;50
1722;monoku.com;100;95;87;100;85
1723;heralddeparis.com;82;100;100;100;100
1724;ticino.com;95;-53;85;100;80
1725;cryptoinformator.com;100;99;100;100;100
1726;wypracowania24.pl;100;97;99;100;45
1727;progorod58.ru;83;13;55;100;27
1728;theclassychapter.com;100;91;100;100;96
1729;cosmohit.ua;100;80;100;100;100
1730;tidyhive.com;100;92;100;100;100
1731;repurposeandupcycle.com;98;81;88;100;90
1732;trikart.com;97;19;29;100;82
1733;cuckoo.team;100;100;99;100;100
1734;akhbarejadid.com;100;54;99;100;74
1735;blueridgecountry.com;100;94;-91;100;82
1736;topjourneymag.com;35;68;73;100;68
1737;upflix.pl;100;67;98;100;93
1738;rahbordemoaser.ir;33;18;99;100;76
1739;vistawebco.com;90;62;75;100;79
1740;technode.com;98;13;99;100;83
1741;europosud.ua;95;72;87;100;36
1742;libreshot.com;62;100;88;34;28
1743;fsinsight.com;79;96;99;100;68
1744;exportcomments.com;98;-108;100;100;99
1745;7eminar.ua;100;48;100;100;69
1746;vikiwat.com;48;94;94;100;63
1747;caramel.la;98;58;100;100;88
1748;kriti360.gr;41;-81;71;100;80
1749;hnossfashion.com;62;47;84;100;47
1750;adam.ai;50;100;100;100;78
1751;applymagicsauce.com;100;73;97;100;93
1752;rule.school;100;99;74;100;82
1753;airpaz.com;95;60;100;100;90
1754;tadbirhome.com;100;7;99;100;80
1755;themehit.com;100;96;100;100;100
1756;trashbox.ru;100;97;71;100;92
1757;manabitimes.jp;99;89;99;100;83
1758;enactjs.com;100;97;100;100;96
1759;forzafootball.com;88;99;100;100;100
1760;man-eco.ru;47;93;73;100;-23
1761;urlebird.com;-311;91;100;100;-137
1762;rg.ru;84;85;86;100;56
1763;esylern.com;83;-136;98;100;97
1764;foodiesuite.com;77;-16;100;100;100
1765;motoprox.com;42;-5;86;100;36
1766;tecnospeed.com.br;98;72;99;100;89
1767;barbasbellfires.com;100;72;100;100;87
1768;crimea-news.com;62;98;87;100;77
1769;plantophiles.com;100;99;88;100;95
1770;msl.ua;88;89;87;100;82
1771;pushbird.com;71;82;100;100;80
1772;arzcenter.com;97;79;99;100;76
1773;insiderfinancial.com;87;32;100;100;4
1774;evanstonroundtable.com;73;97;100;100;93
1775;clearleft.com;100;92;100;100;87
1776;download1music.ir;100;85;99;100;86
1777;typeonegative.net;88;100;50;100;91
1778;cream.finance;100;100;100;100;100
1779;eseminar.tv;68;41;99;100;32
1780;kirbychandler.com;98;99;99;100;87
1781;liriklaguindonesia.net;99;95;74;100;92
1782;whatwebcando.today;100;100;100;100;98
1783;bimehmarketing.com;92;-20;99;100;87
1784;astraparis.gr;39;-72;94;100;68
1785;cfcnews.com;70;27;96;100;87
1786;mundogames.com;93;81;99;100;92
1787;techno-rad.com;100;9;94;100;100
1788;pmpr.ir;100;98;100;100;100
1789;folia-samochodowa.pl;68;-94;96;100;-81
1790;dealerbuilt.com;100;92;100;100;94
1791;caseable.com;95;98;100;100;94
1792;makemeacocktail.com;16;57;96;100;90
1793;desserto.com.mx;80;85;99;100;100
1794;toihoctiengtrung.com;97;90;99;100;100
1795;digitalsurge.com.au;100;93;97;100;77
1796;peliculasycortosgay.com;84;71;88;100;88
1797;budujemydom.pl;47;90;-34;100;2
1798;taghtia.com;100;100;100;100;99
1799;kurzweil.com;92;-62;85;100;95
1800;potret24.com;41;-9;82;100;66
1801;flipermag.com;95;93;87;100;85
1802;rejuvepod.com;72;65;99;100;96
1803;tekfullfilmizle1.com;100;100;88;100;100
1804;avclub.gr;-21;19;100;100;86
1805;confinapp.cat;98;100;100;100;100
1806;iphone-market.com;-1;81;98;100;85
1807;webraovat.com;78;57;98;100;100
1808;horrorfind.com;83;100;100;100;96
1809;aghanina.net;100;85;100;100;100
1810;terakeet.com;98;78;99;100;94
1811;magerta.ir;88;15;100;100;100
1812;primashop.ir;-23;-7;40;100;28
1813;metimax.ru;98;51;88;100;84
1814;regex101.com;92;84;100;100;100
1815;kissanimefree.cc;100;39;100;100;100
1816;brickset.com;50;23;-298;100;41
1817;billsmachinerepair.com;67;100;100;100;100
1818;arpal.ua;95;67;98;100;38
1819;uaf.ua;100;100;89;-26;31
1820;tsarvar.com;98;97;100;100;100
1821;prcomputacion.com;83;-114;98;100;20
1822;ultimatecourses.com;100;100;100;100;100
1823;angelamariemade.com;98;84;100;100;96
1824;colorwhistle.com;30;-32;99;100;69
1825;hollywoodlife.com;97;52;96;100;75
1826;misanimales.com;95;100;89;68;81
1827;chechilas.com;100;69;100;100;85
1828;bvacommerce.com;82;100;100;100;75
1829;topvisor.com;100;31;98;100;80
1830;wnjradio.com;82;99;-4;100;80
1831;eshraghtrans.com;71;100;100;38;81
1832;ispiritpublishing.com;94;12;97;100;78
1833;albanianpost.com;47;4;87;100;83
1834;resumetrud.com;93;52;88;100;85
1835;bigriversales.net;83;99;100;100;100
1836;kingdomofcuteness.com;74;64;73;100;69
1837;daydot.agency;100;100;100;100;100
1838;cocbases.com;99;37;74;100;90
1839;tirto.id;44;-25;95;100;73
1840;adrenaline.com.br;26;89;-50;100;42
1841;ecoosfera.com;94;90;98;100;94
1842;fyyd.de;90;99;100;100;68
1843;multikino.pl;95;100;74;100;80
1844;clicklikethis.com;100;77;100;100;85
1845;expeditionexchange.com;75;99;100;100;100
1846;hindnow.com;89;56;72;100;73
1847;rocketbeans.tv;100;33;96;100;100
1848;rooftopfilms.com;98;93;99;100;97
1849;explosion.ai;100;100;100;100;100
1850;eortizcoach.com;77;100;100;100;100
1851;cryptobits.directory;97;95;100;100;86
1852;baziato.com;100;77;97;100;97
1853;amagicalmess.com;98;76;100;100;94
1854;ppunderwatersolutions.com;83;83;99;100;96
1855;beachbroadcast.com;77;99;100;100;98
1856;l-a-b-a.com;83;41;99;100;69
1857;vla.ir;72;82;98;100;65
1858;mysatoshiworld.com;89;-7;96;100;80
1859;qiita.com;94;100;83;8;14
1860;tvsamara.ru;90;100;64;100;65
1861;matmarco-fitshop.pl;100;40;100;100;98
1862;edgy.app;100;100;100;99;96
1863;khanesony.com;90;98;87;100;100
1864;thechefinthehat.com;68;99;100;100;100
1865;datdrop.com;80;35;100;100;87
1866;exafm.com;97;70;98;100;65
1867;falnic.com;98;45;100;100;79
1868;healthiertalk.com;88;82;62;100;75
1869;drivezy.com;95;69;100;100;89
1870;eventertainmentbiz.com;87;100;50;100;98
1871;wegotthefunk.com;98;64;87;100;73
1872;cuadernosdeseguridad.com;89;-154;-27;100;49
1873;fechadecobro.com.ar;100;65;99;100;87
1874;abler.com.br;98;88;99;100;83
1875;vavilon.cc;35;54;100;100;54
1876;topcor.ru;98;99;97;100;69
1877;calrec.com;78;82;98;100;78
1878;blackcarburning.com;83;100;100;100;100
1879;elderecho.online;87;8;99;100;87
1880;pluang.com;97;88;100;100;76
1881;vsrap.shop;-157;14;96;100;-63
1882;quantnet.com;100;45;100;100;87
1883;loghati.net;65;40;88;100;87
1884;makeup.com.ua;50;99;99;100;96
1885;tanihub.com;98;97;100;100;84
1886;truyenfull.com;100;99;100;100;94
1887;ensorings.com;79;9;86;100;26
1888;irk.today;47;29;85;100;65
1889;very.ninja;100;64;100;100;100
1890;webpoosh.com;85;26;99;100;87
1891;electrosam.ru;97;68;63;100;71
1892;punktmedyczny24.pl;89;100;99;78;70
1893;manforhimself.com;92;-53;95;100;9
1894;blockchain.poker;97;52;99;100;98
1895;esp.md;4;28;-35;100;6
1896;mamstartup.pl;95;95;100;100;97
1897;moe-online.ru;39;-71;75;100;49
1898;whatsgrouplink.com;98;54;84;100;78
1899;elpopular.pe;98;100;100;94;52
1900;pclicious.net;94;62;74;100;86
1901;theguidex.com;100;67;99;100;100
1902;lotto432.com;95;84;99;100;87
1903;renovamidia.com.br;-7;17;87;100;76
1904;qc2.ca;79;71;74;100;90
1905;mihanmonitor.com;100;58;99;100;88
1906;torob.com;93;100;100;100;100
1907;blavity.com;88;98;99;100;64
1908;elancemarket.com;50;22;98;100;-14
1909;una.im;100;97;100;100;100
1910;matlabsite.com;98;64;87;100;96
1911;fili.com;100;100;100;100;82
1912;fourshop.ir;100;83;100;100;87
1913;reproduktor.net;83;-60;97;100;53
1914;towardsai.net;80;100;87;83;81
1915;agriviet.com;100;50;75;100;91
1916;wcooky.ru;22;21;59;100;61
1917;codigoespagueti.com;98;100;100;100;87
1918;filcin.com;84;73;100;100;69
1919;townwork.net;100;74;98;100;88
1920;platiuslugi.ru;97;48;100;100;87
1921;2event.com;8;2;88;100;85
1922;dubai-bb.com;100;99;75;100;99
1923;dirtwheelsmag.com;87;100;88;82;78
1924;cheddar.com;92;76;86;100;67
1925;220vk.com;100;96;98;100;92
1926;buy-club.ru;93;43;88;100;96
1927;manyautosltd.com;88;-69;88;100;100
1928;footwearnews.com;55;87;97;100;74
1929;mir-olymp.ru;92;65;100;100;100
1930;passthesushi.com;100;76;100;100;95
1931;cuarteldelmetal.com;67;11;71;100;34
1932;crazyfox.com;98;1;87;100;71
1933;people.nhs.uk;100;9;99;100;99
1934;emby.media;100;35;100;100;100
1935;weprik.net;100;99;88;100;100
1936;paleomagazine.com;97;-31;71;100;62
1937;raid-codex.com;100;68;98;100;75
1938;phones7.com;92;100;67;99;86
1939;9thcivic.com;48;41;72;100;84
1940;bovegas.com;85;56;99;100;79
1941;bookme.pk;93;65;100;100;90
1942;deka.ua;95;59;85;100;75
1943;flixhq.net;86;46;75;100;22
1944;csgofloat.com;53;96;97;100;83
1945;researchersjob.com;88;-187;38;100;82
1946;instagram-my.ru;76;73;61;100;81
1947;presscontact.co.uk;73;100;100;100;100
1948;barrreport.com;49;7;99;100;83
1949;matchtv.ru;81;68;99;100;69
1950;palcohol.com;90;100;100;100;100
1951;aclsco.com;82;99;100;100;100
1952;funtical.app;83;-613;100;100;90
1953;roamresearch.com;100;35;75;100;100
1954;vamchi.com;100;49;100;100;88
1955;accfarm.com;-8;79;88;100;56
1956;thefeed.com;98;94;86;100;75
1957;monitor.co.id;83;4;97;100;89
1958;mainfin.ru;87;96;99;100;100
1959;tvwbb.com;81;49;99;100;87
1960;factrepublic.com;26;-93;71;100;28
1961;travelmadmum.com;100;83;100;100;90
1962;tnt-o.ru;98;92;100;100;87
1963;tvfun.live;100;99;100;100;87
1964;marocmama.com;97;80;99;100;62
1965;wypowiadamoc.pl;100;62;99;100;96
1966;autogaleria.pl;80;100;-204;100;69
1967;uclan.it;90;-15;85;100;72
1968;adamtheautomator.com;100;82;100;100;87
1969;unmetric.com;97;82;88;100;77
1970;bollywoodoffice.com;47;-56;94;100;65
1971;dbz.space;86;87;-21;100;73
1972;formbuilder.online;100;83;100;100;88
1973;theunlikelybaker.com;95;81;100;100;91
1974;memarup.com;24;98;100;100;100
1975;parvaresheafkar.com;73;100;64;47;46
1976;phcorner.net;45;63;75;100;95
1977;civil4m.com;83;100;100;100;93
1978;2x2tv.ru;98;74;98;100;82
1979;dealmarkaz.pk;36;88;98;100;94
1980;buylike.ir;85;65;99;100;89
1981;thriftyniftymommy.com;93;82;100;100;94
1982;hkmap.live;100;96;98;100;91
1983;kafegheymat.com;56;-20;99;100;84
1984;adamant.ua;95;100;100;100;99
1985;thefixers.gr;54;18;98;100;90
1986;progorod76.ru;91;94;75;100;31
1987;bettybarclay.com;98;36;99;100;87
1988;investmentmoats.com;98;78;88;100;88
1989;ddaudio.com;92;21;100;100;100
1990;flyingpizza.ch;88;98;98;100;85
1991;dailyurdupoetry.com;93;-70;99;100;100
1992;livein.care;77;6;96;100;88
1993;corellium.com;97;37;99;100;99
1994;downvideo.stream;100;64;100;100;100
1995;uvlist.net;100;98;100;100;99
1996;magazinexperts.com;100;-13;84;100;24
