,website,domComplexity,cssComplexity,badJavascript,pageWeight,requests
6319,sgkdunyasi.com,56,90,-266,100,62
6320,pasttenses.com,100,95,100,100,100
6321,thegay.com,97,80,88,100,63
6322,africahunting.com,78,44,98,100,85
6324,petcaresupplies.com,98,93,98,100,81
6328,utilitybidder.co.uk,70,26,99,100,100
6333,rubner.com,78,94,100,100,100
6334,beyondanimal.com,100,98,100,100,100
6335,importkey.com,98,75,97,100,93
6340,iwate-np.co.jp,23,70,-59,100,-33
6342,prodengi.kz,88,100,100,-520,63
6343,alleideen.com,98,68,24,100,72
6344,raybodgroup.ir,87,-108,94,100,87
6347,101android.ru,100,79,75,100,87
6349,watcha.com,98,100,100,100,91
6352,love2dev.com,100,98,100,100,98
6354,mahjongames.com,94,21,94,100,90
6355,chrome-stats.com,100,85,100,100,95
6356,tdfocus.ru,49,52,100,100,67
6359,hygienesuppliesdirect.com,93,60,98,100,83
6363,visaland.org,97,78,88,100,87
6364,portakhfif.com,100,57,100,100,100
6369,diki.pl,100,58,99,100,100
6371,p30afzar.com,92,64,100,100,92
6374,luxuriousmagazine.com,100,-6,98,100,-33
6375,vieon.vn,94,12,82,100,63
6377,eucasino.com,83,100,99,86,82
6379,mjurnal.com,100,73,99,100,94
6385,mobilesacademy.com,83,93,85,100,93
6387,mojeradical.com,100,42,97,100,85
6388,fuzoku-job109.com,95,93,99,100,81
6389,letsbit.io,88,52,100,100,81
6390,bigblueswimschool.com,91,-16,74,100,80
6391,phongvu.vn,93,94,87,100,65
6392,lesjours.fr,90,19,99,100,100
6393,dkms.de,87,100,100,100,85
6394,kalkinemedia.com,-96,46,96,100,64
6395,architecture.org,98,73,99,100,82
6396,cybernews.com,54,-3,95,100,72
6400,1vag.com,36,95,62,100,-52
6402,printersme.com,97,23,87,100,100
6403,sacnilk.com,82,97,52,100,73
6404,roosterteeth.com,90,45,99,100,46
6405,preactjs.com,98,98,100,100,89
6406,scuk.cz,100,-10,100,100,-164
6408,dogonews.com,92,-70,97,100,87
6411,forogore.com,38,34,100,100,62
6415,hunerhediyelik.com,86,24,99,100,100
6417,minnpost.com,85,50,47,100,76
6420,themailorderbride.com,92,91,97,100,96
6422,footagefarm.ir,92,11,88,100,94
6426,pharm24.gr,-133,83,94,100,92
6427,adultnode.com,100,41,99,100,100
6430,amotherthing.com,100,87,100,100,93
6433,aaron-gustafson.com,100,100,100,100,100
6434,jardineromarbella.com,98,74,100,100,94
6435,experify.io,100,90,97,100,99
6437,beesfordevelopment.org,87,82,96,100,78
6439,isolezwe.co.za,100,94,88,100,67
6443,fixyourfunnel.com,90,59,98,100,44
6444,tddomovoy.ru,-105,23,96,100,-23
6445,fortuneindia.com,82,97,-4,100,75
6449,hersfelder-zeitung.de,89,83,100,100,93
6450,rue89lyon.fr,94,47,85,100,73
6452,tbwacolombia.com,82,39,100,100,99
6454,lampung77.com,100,100,65,100,80
6456,mykundali.com,100,61,99,100,89
6457,lichtblick.de,100,99,94,100,93
6458,polyurethan.ru,85,53,94,100,71
6461,sattabadshah.com,24,100,100,100,100
6462,razula.ru,70,46,100,100,89
6465,vickyflipfloptravels.com,83,97,69,100,93
6467,investorshangout.com,89,51,84,100,58
6470,technews.lk,100,97,100,100,89
6471,ihome.ir,100,100,100,100,98
6472,myslo.ru,91,91,75,100,46
6474,lemonde.fr,79,100,100,100,100
6477,dailyrecord.co.uk,61,79,62,100,65
6478,ftx.cool,93,100,100,100,88
6482,haberler33.com,50,17,73,100,69
6487,rue89strasbourg.com,98,41,98,100,79
6488,cash4brands.ru,100,86,100,100,99
6491,charitystars.com,100,71,98,100,64
6492,personalitydna.com,100,95,99,100,98
6493,wedevs.com,90,32,99,100,71
6496,stockyards.com,92,93,99,100,79
6497,ekkadus.com,100,84,88,100,100
6498,addsubtitles.tv,100,100,99,100,95
6499,geliufeja.lt,95,63,99,100,89
6500,el-com.ru,87,13,98,100,75
6503,anokey.com,98,54,96,100,100
6504,phica.net,63,47,76,100,78
6506,mt.de,65,87,-788,100,85
6508,hathalyoum.net,44,99,38,100,68
6509,yolele.com,98,99,100,100,97
6511,femininbio.com,90,83,100,100,84
6512,talesofamountainmama.com,98,83,86,100,88
6513,fshoq.com,88,84,99,100,93
6515,punjablivenews.in,57,100,-139,-1983,-354
6517,escripts.club,58,6,62,100,71
6518,cathares.org,100,19,-78,100,72
6522,asiatimes.com,29,97,87,100,80
6523,derelictplaces.co.uk,73,40,84,100,58
6525,userfeel.com,100,93,100,100,62
6527,jcinfo.net,96,100,63,100,95
6529,lancs.live,97,73,63,100,79
6530,aladd.net,100,46,88,100,90
6532,juksy.com,97,97,100,100,-568
6534,zhaket.com,76,39,99,100,40
6535,expatexplore.com,98,4,86,100,56
6536,wypracowania.pl,92,81,100,100,84
6537,arti49.com,89,70,60,100,70
6539,sciencefocus.com,100,48,99,100,70
6542,eteignezvotreordinateur.com,100,38,98,100,86
6543,cvindependent.com,78,97,64,100,90
6544,epicentrk.ua,74,100,86,59,35
6545,discordservers.com,97,100,100,100,87
6546,rmfmaxxx.pl,-70,58,97,100,68
6548,depoint.ir,100,93,100,100,93
6549,freepc.jp,89,43,84,100,83
6552,funibo.com,98,6,97,100,81
6554,landesrecht-mv.de,100,59,88,100,100
6556,fincalculator.ru,92,78,97,100,96
6560,emojis.wiki,98,94,96,100,93
6561,diariohuarpe.com,-76,-1,39,100,-26
6563,hna.de,97,83,100,100,87
6565,carwale.com,78,100,96,100,76
6568,mtvuutiset.fi,57,53,84,100,40
6570,nekretnine.rs,76,38,73,100,71
6571,hypervsn.com,94,7,99,100,13
6573,oxxio.nl,82,36,99,100,92
6574,fotbollskanalen.se,78,66,97,100,98
6575,foroes.net,92,67,99,100,87
6577,vasafitness.com,87,26,75,100,71
6578,fnn24.com,99,-16,73,100,96
6579,low-ya.com,83,100,99,100,51
6580,pendaronline.com,98,92,28,100,85
6581,visitsoutherndelaware.com,66,-21,96,100,69
6582,klikterbaru.com,100,89,100,100,87
6584,nyxcosmetics.com,32,99,82,100,71
6585,gamedev.net,83,67,-66,100,56
6586,bplay.org,98,98,98,100,28
6589,imbank.com,98,-585,100,100,86
6590,buckeyeads.com,48,66,98,100,100
6592,cvwizard.fr,100,100,100,100,98
6594,officesaigon.vn,82,58,98,100,84
6595,nrbjobs.com,79,39,63,100,8
6597,wingstuff.com,33,25,71,100,78
6599,retailrocket.ru,90,30,99,100,72
6601,properati.com.ar,90,95,85,100,64
6607,seasermedia.com,72,72,72,100,39
6614,samepage.io,100,79,99,100,99
6615,meczyki.pl,78,70,94,100,72
6616,laopinion.com,81,85,99,100,93
6618,switify.com,93,47,97,100,77
6619,spbet99.com,93,2,88,100,75
6624,okemom.com,27,-15,97,100,72
6626,mynewplace.com,100,100,98,100,99
6627,icomparefx.com,98,82,100,100,73
6628,xxxbestrank.mobi,76,9,88,100,90
6630,pomellato.com,53,74,98,100,62
6633,moviexk.biz,95,79,75,100,75
6634,medongroup-spb.ru,60,29,74,100,24
6639,qrush.com,100,95,100,100,92
6640,bigbang.si,50,-34,98,100,66
6641,banki.ru,48,99,75,100,82
6644,alveoland.com.ph,92,78,69,100,69
6645,domrfbank.ru,98,-571,99,100,90
6648,vistax64.com,92,49,100,100,98
6651,chicagohealthonline.com,79,98,60,100,70
6655,tvmaze.com,100,53,87,100,87
6660,blast.hk,69,-5,99,100,87
6662,paranormalis.com,79,20,97,100,70
6663,pirilancer.com,64,-126,82,100,72
6664,jaguarforum.com,49,49,98,100,77
6665,cuberto.com,100,96,99,100,94
6668,fullhdfilmizlesene.com,100,92,98,100,100
6670,georgeprep.com,87,56,100,100,82
6673,planetared.com,57,-63,87,100,93
6674,impactcee.com,76,-80,95,100,70
6675,madresehclub.com,93,65,98,100,76
6676,pet-supermarket.co.uk,65,-27,98,100,44
6677,gajimall.net,100,99,86,100,83
6678,charlestoncrafted.com,100,87,100,100,95
6685,meditacionmusica.com,98,79,100,100,95
6686,footcenter.fr,90,100,100,78,89
6687,geekaygames.com,98,11,100,100,59
6688,television-planet.tv,94,93,71,100,-136
6689,wizardforums.com,92,47,100,100,91
6690,wavegame.net,100,64,100,100,85
6691,ofmark.com,31,3,84,100,45
6697,energieschweiz.ch,83,98,100,100,98
6701,coronatracker.com,98,94,100,100,95
6703,interflora.fr,83,93,38,100,64
6704,piaget.com,55,91,40,100,79
6705,mahamayainternet.com,75,100,64,100,83
6706,parookaville.com,98,71,100,100,85
6709,peterhahn.de,95,86,100,100,98
6710,androidayuda.com,97,53,99,100,100
6711,allaboutscience.org,100,100,100,100,100
6712,konopna-farmacja.com,98,54,86,100,72
6713,hayvanlar.net,48,25,99,100,79
6714,form-publisher.com,98,100,100,100,87
6718,shoroukbookstores.com,59,30,98,100,14
6721,pik.ru,55,98,87,100,69
6722,orfonline.org,51,30,88,100,28
6723,myludo.fr,100,98,99,100,100
6724,trade2win.com,64,6,32,100,60
6729,beautyboxkorea.com,42,90,83,100,-3
6730,hoc11.vn,82,99,96,100,100
6732,solarweb.com,100,80,100,100,90
6733,flyarystan.com,98,74,99,100,84
6734,simicart.com,83,71,87,100,92
6735,hsh.com,92,83,98,100,91
6736,clasf.com.br,100,85,100,100,87
6742,leboutique.com,22,100,86,-177,28
6743,lordroid.com,100,84,98,100,89
6745,kontrast.at,74,-46,99,100,99
6747,lifeloveandgoodfood.com,92,83,88,100,87
6750,urbanasia.com,78,89,-12,100,60
6751,michelin.ru,90,86,86,100,-19
6752,homealarmreport.com,98,98,100,100,91
6754,photocollage.com,100,86,99,100,98
6756,podobrace.nl,61,24,75,100,60
6757,fantasycritic.games,100,82,100,100,98
6758,jetseo.ir,100,20,100,100,98
6759,parsiday.com,100,100,100,100,95
6762,helsinginuutiset.fi,91,99,98,100,67
6764,mybillbook.in,100,44,84,100,82
6766,black-friday.global,100,93,100,100,99
6767,ellos.se,100,70,88,100,78
6768,holmez.com,100,99,100,100,100
6771,toplessrobot.com,93,74,88,100,88
6772,animelatinohd.com,98,75,99,100,91
6774,calculadoras.uno,99,100,38,100,86
6778,thomascook.in,42,18,12,100,60
6780,cheaptickets.nl,83,100,99,64,80
6785,bazaar.ru,100,99,100,100,92
6788,kolmarden.com,100,83,100,100,64
6790,onthisday.com,100,94,97,100,98
6791,bingopetshop.ir,64,100,72,-309,60
6792,dpgshop.co.kr,56,100,94,-90,9
6794,campusreel.org,94,16,94,100,74
6795,encazip.com,100,98,98,100,99
6798,bhojpurilove.in,100,79,100,100,91
6801,jdb168.net,100,100,100,100,97
6804,visittulsa.com,98,100,100,100,80
6809,edelstahl-tuerklingel.de,93,87,100,100,89
6810,fsk.ru,98,97,74,100,59
6813,ip-phone-forum.de,93,100,100,94,96
6815,ooredoo.mv,97,5,100,100,99
6816,yourroom.ru,81,77,94,100,53
6817,chikiriki.ru,100,79,88,100,62
6819,downzen.com,100,100,100,100,98
6820,tobiz.net,100,59,41,100,100
6821,scientologycourses.org,85,62,97,100,82
6824,expressiveinfo.com,46,8,59,100,62
6826,wellbin.co,100,74,100,100,93
6827,bhadar.com,98,87,100,100,85
6829,property.ca,86,94,100,100,96
6832,kotsovolos.gr,100,100,100,100,75
6833,hairlossexperiences.com,87,100,100,67,77
6835,poisk-podbor.ru,100,100,98,100,87
6836,essonne.fr,-306,41,86,100,86
6837,gdl.de,100,97,99,100,87
6838,wav-library.net,71,87,71,100,79
6839,absba.cc,84,41,99,100,93
6840,hellcase.com,52,-242,94,100,84
6841,freeriderhd.com,100,65,99,100,77
6843,dachu.co,100,63,100,100,100
6846,skor.id,82,95,-20,100,32
6851,christiansongsbook.com,47,10,72,100,36
6853,share4you.com,95,93,26,100,96
6854,goodnovel.com,99,32,100,100,98
6856,kialo.com,72,45,100,100,98
6857,bachelorsportal.com,99,98,73,100,69
6858,yordar.com.au,100,100,89,91,80
6859,railrestro.com,97,78,100,100,92
6862,rishavapps.com,80,25,98,100,90
6864,guidesforbrides.co.uk,100,55,99,100,93
6865,wherethesmileshavebeen.com,98,85,100,100,93
6866,10times.com,100,88,99,100,97
6867,ebuxxx.net,100,99,98,100,90
6868,lotto247.com,100,68,97,100,100
6869,levangile.com,92,78,100,100,100
6872,boatclassifieds.us,97,44,86,100,92
6873,jetzt.de,83,92,98,100,93
6874,atlantacutlery.com,100,6,87,100,75
6877,orange.pl,83,91,99,100,87
6878,f1calendar.com,100,100,100,100,100
6881,mibolsillo.com,100,100,88,100,89
6885,whatsappgroupsjoinlink.com,79,0,96,100,91
6888,freecryp.top,77,-12,100,100,97
6889,daneshjookit.com,33,3,83,100,61
6891,doktersehat.com,82,-47,59,100,99
6892,quantifycrypto.com,92,53,100,100,100
6895,beliani.de,83,54,97,100,66
6897,worldrenew.net,98,-193,71,100,76
6900,tfgm.com,85,54,100,100,96
6904,newhome.ch,100,90,74,100,87
6905,tabnakbato.ir,81,75,99,100,76
6906,fullhub.ru,94,89,62,100,78
6907,limeroad.com,100,79,87,100,83
6910,azahar.in,81,84,75,100,83
6915,thefrugalsouth.com,98,78,100,100,96
6921,farnhammaltings.com,93,86,100,100,100
6922,miridei.com,100,93,100,100,99
6923,thecue.in,98,96,99,100,64
6926,aoc-esp.com,97,48,100,100,100
6932,afroic.com,74,100,100,80,83
6934,tengo.kz,92,95,99,100,74
6936,montyroberts.com,98,0,85,100,84
6937,apotheek.nl,98,88,100,100,100
6938,vardhandboken.se,100,100,100,100,100
6942,tarafdari.com,74,92,87,100,44
6943,hungama.com,-31,-10,82,100,64
6946,uitinvlaanderen.be,30,92,100,100,92
6947,mnogomebeli.com,78,87,88,100,66
6949,acponline.org,73,16,100,100,79
6952,tonight.co.za,98,77,96,100,77
6954,hamyarkhas.ir,97,48,100,100,100
6955,perkuto.com,83,47,85,100,81
6958,forum-mechanika.pl,97,49,99,100,87
6959,walling.app,98,42,98,100,83
6960,anunciase.com,100,65,100,100,99
6962,2bahiskenti.com,40,100,100,36,40
6963,lexiangla.com,90,86,100,100,92
6964,litemind.com,98,88,100,100,100
6965,arboristsite.com,38,33,100,100,82
6966,babochka.ru,90,84,99,100,78
6967,ma-no.org,86,54,88,100,86
6968,cablestogo.com,92,16,100,100,98
6969,flixboss.com,28,83,98,100,94
6970,ytuong.me,94,45,100,100,95
6971,antvklik.com,85,32,-11,100,62
6975,canzmarketing.com,97,7,77,100,87
6977,tradus.com,87,99,98,100,68
6978,livechat.com,98,71,99,100,50
6979,tennimu.com,95,82,99,100,85
6982,bursaduysun.com,77,100,99,100,88
6983,siegessaeule.de,92,97,76,100,64
6986,pomeranian.org,95,83,86,100,92
6987,kicker.de,30,2,98,100,67
6990,eagletransporter.com,48,42,98,100,84
6991,amozeshfarsi.ir,49,8,99,100,87
6992,ngaus.org,80,32,98,100,78
6994,dance-enthusiast.com,100,86,98,100,100
6996,multi-programming.com,100,95,99,100,93
6998,diariogol.com,95,61,97,100,99
7003,jobijoba.de,93,65,99,100,86
7007,meygeia.gr,97,100,96,100,81
7008,rockcrawler.com,79,100,66,48,39
7009,phdtest.ir,86,-11,96,100,86
7010,zuiderzeeland.nl,100,40,99,100,93
7011,enerjiekonomisi.com,88,94,72,100,76
7015,binomo-webtrade.com,100,99,100,100,98
7016,man-top.ru,63,91,59,100,82
7017,thebigdream.co,48,-106,94,100,74
7018,ifood.com.br,95,51,99,100,70
7019,drcontractors.co.uk,67,99,100,100,89
7021,farajiacademy.com,33,-317,94,100,83
7022,edeandravenscroft.com,88,97,100,100,99
7025,eciu.net,100,57,100,100,91
7026,monsieurtshirt.com,100,98,100,100,100
7028,enworld.org,94,50,75,100,97
7030,timheuer.com,95,100,88,84,83
7031,jimin.jp,100,72,99,100,100
7032,ceneje.si,100,98,87,100,65
7033,laraza.com,79,86,99,100,100
7035,dailydeals.ai,97,94,100,100,100
7036,rethink.org,95,95,99,100,83
7037,bundlehunt.com,95,-17,97,100,80
7041,askmyadvisor.co,72,98,98,100,86
7042,theaussieparent.com,95,7,87,100,80
7043,ktomalek.pl,75,53,95,100,71
7044,somethingnavy.com,76,29,99,100,79
7045,worldrecipes.eu,-36,94,59,100,-43
7047,contourdetwern.nl,100,38,100,100,95
7048,mysorelocal.com,99,12,71,100,83
7049,govoyages.com,83,-106,94,100,81
7051,stoloto.ru,23,100,78,-1,6
7052,storia.ro,79,14,95,100,96
7053,pcredivewiki.tw,86,89,97,100,71
7055,tbfocus.com,100,98,100,100,100
7056,sattakingm.in,43,98,98,100,86
7061,dmc.org,98,100,82,100,84
7063,sex.com,90,100,100,100,89
7064,cargames.com,99,100,75,100,47
7065,merhabahaber.com,100,76,87,100,87
7066,cloudfour.com,100,90,100,100,93
7068,mostaghelonline.com,98,100,40,100,62
7070,techrato.com,100,100,82,11,45
7071,midlifehealthyliving.com,98,91,100,100,95
7072,ethereumprice.org,100,46,88,100,100
7073,ebay.com,97,96,73,100,75
7079,curriculum.mobi,83,97,100,100,87
7081,meteoprog.ua,83,63,-77,100,73
7088,light-dark.net,63,98,-116,100,86
7089,teleflora.com,92,17,59,100,28
7091,witt-weiden.de,97,100,100,100,87
7092,estafeta.com.ua,48,83,86,100,59
7093,medienfreunde.de,100,94,100,100,87
7094,qualifywizard.com,67,82,99,100,72
7099,erosnow.com,92,91,100,100,87
7101,hawalili.com,92,90,99,100,69
7102,qapa.fr,88,26,88,100,100
7104,kiddycharts.com,93,100,100,100,87
7105,hessunacademy.com,95,82,99,100,87
7106,cv.fr,100,100,100,100,95
7107,ftshp.co.uk,94,99,98,100,84
7108,emailsanta.com,100,83,100,100,100
7109,mercator.si,100,76,99,100,85
7110,giessener-allgemeine.de,76,88,100,100,98
7112,jartexnetwork.com,95,-8,100,100,84
7113,hamrahcard.ir,99,7,99,100,72
7114,behtarino.com,100,95,100,100,98
7115,flashalert.me,78,43,98,100,81
7117,tastemade.com.br,100,99,88,100,82
7118,jobhai.com,95,98,100,100,93
7119,miraton.ua,90,79,40,100,83
7122,vafa.biz,100,100,100,100,100
7123,krasotkapro.ru,-41,61,99,100,56
7125,christian-dogma.com,38,96,-361,100,53
7128,elephant.co.uk,97,76,98,100,88
7129,geoportal2.pl,98,26,100,100,100
7132,boldcare.in,78,95,100,100,74
7135,courrierinternational.com,53,73,99,100,90
7137,bootstrap-vue.org,98,86,100,100,99
7138,kopalnia.pl,100,64,100,100,89
7140,rarecloths.com,98,93,100,100,80
7143,farrer.co.uk,95,42,96,100,80
7145,easynotic.com,47,-35,45,100,84
7146,kaskus.co.id,47,30,94,100,44
7149,carhatke.com,40,-12,96,100,69
7154,sooyoos.com,100,72,99,100,87
7161,kognitiv.com,98,-20,84,100,91
7163,dcard.tw,100,100,100,100,82
7164,darlington.gov.uk,100,47,100,100,99
7165,pornoaffe.com,89,100,98,100,85
7170,leroymerlin.pl,34,33,-80,100,49
7171,okokorecepten.nl,100,94,98,100,49
7173,ayocer.com,100,83,98,100,100
7174,theadminzone.com,76,40,100,100,72
7179,thethaath.com,73,17,99,100,96
7182,bdfutbol.com,83,74,-184,100,59
7183,haciendadelsol.com,98,89,71,100,93
7184,provideocoalition.com,93,26,98,100,87
7188,twin.com,99,97,96,100,67
7191,nonvegstory.com,83,91,-52,100,91
7192,dynamicwealthreport.com,95,90,99,100,65
7193,hindustantimes.com,50,68,99,100,79
7196,animeon.moe,100,78,100,100,87
7197,nowafarmacja.pl,5,6,96,100,79
7198,cityscenecolumbus.com,88,49,85,100,71
7200,uic.edu,100,-232,88,100,100
7202,fraudnumber.com,23,100,64,100,74
7204,politros.com,100,67,88,100,75
7205,xanpool.com,97,100,99,100,100
7207,nusaybinim.com,71,39,50,100,2
7210,adkulan.kz,98,100,99,100,99
7215,latestbettingsites.co.uk,100,96,88,100,88
7219,lexiacore5.com,100,100,100,100,100
7220,niusdiario.es,58,98,84,100,66
7221,freegames.org,100,100,41,100,71
7222,skillclash.com,98,68,98,100,66
7223,pokatim.ru,100,98,100,100,100
7225,coinpredictor.io,98,86,100,100,87
7228,rus-lit.com,100,98,100,100,100
7229,jointherevolution.net,76,51,87,100,80
7230,mundogeo.com,100,82,99,100,86
7231,musicfoori.ir,98,83,99,100,100
7232,verv.com,98,57,100,100,100
7233,mesfix.com,98,43,86,100,47
7234,dbushell.com,100,100,100,100,100
7238,epoch.org.il,97,14,94,100,76
7239,dobreprogramy.pl,100,100,99,100,86
7240,chaldal.com,90,-26,99,100,69
7241,buonissimo.it,98,98,99,100,82
7242,telecomcouncil.com,97,82,96,100,97
7243,daihatsu.co.id,98,80,100,100,90
7248,fardisfilm.ir,92,82,99,100,84
7254,kirov.online,82,73,99,100,5
7256,baarzesh.net,78,9,98,100,48
7257,redkings.com,97,12,99,100,100
7259,money2020.com,100,82,100,100,97
7262,affaredusk.com,73,100,100,100,87
7263,aweb.ua,100,78,96,100,45
7265,hashedin.com,98,13,86,100,40
7266,hillarys.co.uk,86,55,99,100,80
7267,faraazin.ir,100,26,94,100,100
7268,liepajniekiem.lv,100,45,86,100,37
7273,clpg.ec,80,-5,98,100,84
7275,homely.com.au,90,100,100,100,83
7276,smarthome.news,100,70,99,100,100
7280,lenecrologue.com,100,59,98,100,81
7282,hosgeldi.com,83,100,100,99,100
7283,trellis.co,98,99,100,100,-2
7287,bluedragonlottery.com,97,95,100,100,99
7291,boxden.com,30,94,83,100,1
7293,jessicagavin.com,98,88,100,100,100
7294,barta24.com,41,19,73,100,-43
7295,tennistv.com,78,92,99,100,89
7298,rappler.com,63,92,20,100,50
7299,classificadosx.net,87,84,100,100,80
7300,katzen-forum.net,68,47,98,100,87
7301,landcruiserclub.net,77,44,98,100,72
7304,powercor.com.au,87,100,100,100,82
7306,shaadisaga.com,92,60,100,100,97
7308,ferendum.com,100,87,99,100,93
7309,alpindustria.ru,98,92,97,100,52
7311,testmy.net,100,83,100,100,93
7314,highstakesdb.com,100,97,100,100,99
7315,babaganosh.org,100,84,100,100,87
7316,daraje.com,72,-90,98,100,93
7317,komodoplatform.com,100,85,100,100,87
7319,beritajatim.com,90,54,87,100,-27
7321,mockupbro.com,91,94,98,100,80
7322,rusfishing.ru,84,100,76,100,86
7326,bookvip.com,47,37,16,100,47
7328,wfmz.com,14,-1,84,100,24
7329,lakeshore-rv.com,96,77,97,100,79
7331,forbesmiddleeast.com,97,77,99,100,74
7333,sublet.com,100,91,100,100,99
7335,nashvillesc.com,70,5,98,100,60
7336,mtb-mag.com,83,40,-19306,100,71
7342,girljustdiy.com,98,83,100,100,100
7344,charteroak.edu,60,-6,85,100,5
7345,tonahazana.com,88,14,99,100,98
7346,tarpits.org,65,36,71,100,93
7347,cryptofundresearch.com,60,6,97,100,75
7349,soundslice.com,100,92,100,100,95
7350,kamagrapharm.com,90,15,87,100,93
7351,maas.museum,100,98,100,100,87
7352,dolarhoy.com,73,95,87,100,88
7354,vanitynoapologies.com,97,62,67,100,86
7355,grafiaetc.com,100,33,97,100,84
7357,pttbrain.com,100,-5,98,100,100
7361,helen-marlen.com,91,27,85,100,82
7362,pornomir.pro,100,100,88,100,82
7364,makeupstore.ru,48,99,99,100,92
7365,azimo.com,93,100,99,100,85
7366,kayisihaber.com,64,70,0,100,59
7368,carpassion.vn,82,50,-121,100,76
7369,cybmeta.com,100,64,100,100,100
7373,sondakika7.com,96,80,97,100,78
7378,theexeterdaily.co.uk,100,52,99,100,83
7379,ezebra.pl,48,47,94,100,71
7380,foyr.com,98,5,97,100,67
7382,myracing.com,94,48,100,100,71
7383,ivazplus.com,100,65,88,100,81
7384,vnet.sk,100,33,98,100,94
7387,sundaymore.com,98,25,83,100,65
7388,farmacia-morlan.com,1,-27,82,100,18
7393,misionescuatro.com,62,99,-127,100,71
7394,jual-apartemen.com,42,62,100,100,89
7403,devdocs.io,100,98,100,100,100
7404,redeyerecords.co.uk,100,100,100,99,96
7405,venturecapitaljournal.com,60,-65,95,100,56
7408,legionisci.com,98,89,87,100,90
7412,mcmfaucets.xyz,65,-13,97,100,79
7413,emxxxn8ion.com,100,80,99,100,99
7414,texilist.com,100,88,87,100,86
7415,latele.ch,100,55,100,100,92
7416,darcyandbrian.com,100,84,100,100,89
7418,ihtusa.com,78,-46,71,100,35
7420,hhh.com.tw,100,23,98,100,46
7422,footballdatabase.eu,51,44,-59,100,-33
7423,bessergesundleben.de,97,100,97,100,60
7424,huaweimobilefarsi.com,98,4,100,100,74
7425,freedommag.org,85,47,97,100,40
7427,earnkaro.com,63,34,95,100,79
7429,sunset.com,83,66,88,100,81
7435,restless.co.uk,36,-74,99,100,96
7439,izmirkenthaber.com.tr,83,100,89,50,29
7440,coconala.com,-64,9,99,100,42
7441,commercenext.com,95,15,85,100,82
7446,adtu.in,100,72,100,100,100
7449,youngisthan.in,97,41,86,100,67
7451,fm103.com.br,100,-18,99,100,90
7452,cubscoutideas.com,98,86,100,100,93
7453,arahonar.com,95,-65,97,100,78
7457,xn--80affa3aja3an.xn--80asehdb,100,50,94,100,100
7458,palettable.io,95,100,100,100,100
7459,lottostrategies.com,77,99,-679,100,70
7460,newyorkredbulls.com,82,6,98,100,62
7462,fastcast4u.com,100,100,100,100,100
7463,indowebsite.co.id,90,86,100,100,100
7464,soloarquitectura.com,97,48,74,100,82
7469,beatkids.ir,86,54,100,100,81
7471,localguidesconnect.com,79,98,100,100,87
7472,littlelives.com,100,63,100,100,82
7474,digido.ir,-18,100,42,-31,72
7476,bdoutdoors.com,32,-122,31,100,65
7478,aade.com,83,100,100,100,100
7479,maximonivel.com,83,-21,96,100,79
7480,bee.pl,72,24,94,100,80
7481,pawg.fans,90,32,100,100,100
7482,shk-4you.de,98,34,96,100,100
7485,reef2reef.com,64,35,100,100,64
7487,mycitizensnews.com,82,-37,-133,100,-7
7488,spendow.com,61,54,98,100,93
7491,nobitex.ir,97,95,100,100,86
7494,tintuc.vn,41,91,-396,100,-5
7495,spafinder.com,100,-243,62,100,80
7496,greatedu.co.id,90,40,100,100,80
7497,shine.com.au,92,35,99,100,70
7500,cuddlecomfort.com,98,95,100,100,86
7501,xosobamien.me,100,88,100,100,100
7505,egeyebakis.com,88,100,3,100,66
7506,elpuertodesantamaria.es,83,51,100,100,91
7508,coin.dance,86,40,99,100,100
7510,doasync.com,100,100,100,100,98
7512,radio3da.com,97,85,99,100,92
7517,liceubarcelona.cat,40,61,100,100,-62
7518,proj-e.com,100,100,98,100,98
7519,bastter.com,-43,35,82,100,50
7521,cryptosaurio.com,71,71,99,100,77
7522,nshopvn.com,98,76,100,100,85
7524,getmore.de,98,55,100,100,99
7525,tasksboard.app,87,95,100,100,94
7526,eventim.ro,83,96,100,100,99
7528,tazabek.kg,94,93,76,100,99
7529,dualshockers.com,97,97,75,100,90
7531,elidealgallego.com,90,81,86,100,58
7532,todosiglas.com,93,92,73,100,88
7535,hpbn.co,100,100,100,100,100
7536,henkelman.com,100,100,98,100,91
7537,uaportal.com,100,100,100,100,99
7540,cuponomia.com.br,100,79,100,100,86
7542,donbalon.com,96,99,100,100,90
7543,watsgp.com.br,100,88,88,100,100
7544,apetube.page,82,97,19,100,87
7546,want.nl,98,90,86,100,77
7548,momentswithmandi.com,98,78,100,100,96
7550,pornxp.com,100,100,100,100,95
7554,quickcredit.in,100,62,88,100,83
7555,pixiv.net,100,48,100,100,99
7556,irankeshavarzi.com,50,100,100,100,-82
7559,milieucentraal.nl,92,78,100,100,84
7560,xxnx.fun,100,82,100,100,96
7562,eshifa.org,87,-14,85,100,89
7563,musescore.com,97,100,100,100,81
7565,chitachok.ru,35,49,76,100,80
7567,kwrank.ir,97,90,100,100,99
7568,keski-uusimaa.fi,91,99,86,100,67
7569,abasmanesh.com,49,-39,99,100,100
7571,delfi.lv,-66,97,-86,100,61
7572,essexlive.news,92,73,75,100,79
7575,creativo.one,48,94,85,100,84
7576,conversor-de-medidas.com,97,100,73,100,88
7577,jenonajetplane.com,88,76,98,100,94
